model,id,format,knob,level,replicate,run,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,normalized,score,strict,vague
claude-sonnet-5,hao_ccDC1_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,cDC1,"Antigen-presenting cell (e.g., B cell/monocyte/dendritic cell) - MHC class II high",0.6,"{""cell_type"": ""Antigen-presenting cell (e.g., B cell/monocyte/dendritic cell) - MHC class II high"", ""confidence"": 0.6}",end_turn,102,59,,0.000794,Unknown / low-quality / no cell type given,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC1_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,cDC1,Conventional dendritic cell (cDC1/myeloid DC),0.75,"{""cell_type"": ""Conventional dendritic cell (cDC1/myeloid DC)"", ""confidence"": 0.75}",end_turn,114,44,,0.000668,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,cDC1,"Antigen-presenting cell (e.g., B cell or monocyte/dendritic cell) - marked by high MHC class II expression (CD74, HLA-DPA1, HLA-DPB1)",0.65,"{""cell_type"": ""Antigen-presenting cell (e.g., B cell or monocyte/dendritic cell) - marked by high MHC class II expression (CD74, HLA-DPA1, HLA-DPB1)"", ""confidence"": 0.65}",end_turn,107,246,,0.002674,Unknown / low-quality / no cell type given,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC1_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,cDC1,"Conventional dendritic cell (cDC1, CLEC9A+)",0.85,"```json
{""cell_type"": ""Conventional dendritic cell (cDC1, CLEC9A+)"", ""confidence"": 0.85}
```",end_turn,148,50,,0.000796,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,cDC1,"Dendritic cells (antigen-presenting myeloid cells, likely conventional DCs)",0.75,"{""cell_type"": ""Dendritic cells (antigen-presenting myeloid cells, likely conventional DCs)"", ""confidence"": 0.75}",end_turn,125,270,,0.00295,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_0_r0_symbol,symbol,noise,0,0,0,cDC1,Conventional dendritic cell (cDC1),0.85,"```json
{""cell_type"": ""Conventional dendritic cell (cDC1)"", ""confidence"": 0.85}
```",end_turn,148,42,,0.000716,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_2_r0_symbol,symbol,noise,2,0,0,cDC1,"Conventional dendritic cell (cDC1, CLEC9A+ DC)",0.85,"{""cell_type"": ""Conventional dendritic cell (cDC1, CLEC9A+ DC)"", ""confidence"": 0.85}",end_turn,148,48,,0.000776,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,cDC1,"Dendritic cell (antigen-presenting, MHC class II high)",0.7,"{""cell_type"": ""Dendritic cell (antigen-presenting, MHC class II high)"", ""confidence"": 0.7}",end_turn,170,498,,0.00532,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_0_r0_ensembl,ensembl,noise,0,0,0,cDC1,"Dendritic cell (conventional DC, antigen-presenting)",0.75,"{""cell_type"": ""Dendritic cell (conventional DC, antigen-presenting)"", ""confidence"": 0.75}",end_turn,170,311,,0.00345,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_2_r1_symbol,symbol,noise,2,1,0,cDC1,Conventional dendritic cell type 1 (cDC1),0.85,"```json
{""cell_type"": ""Conventional dendritic cell type 1 (cDC1)"", ""confidence"": 0.85}
```",end_turn,149,46,,0.000758,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_2_r2_symbol,symbol,noise,2,2,0,cDC1,"Conventional dendritic cell (cDC1, CLEC9A+)",0.85,"```json
{""cell_type"": ""Conventional dendritic cell (cDC1, CLEC9A+)"", ""confidence"": 0.85}
```",end_turn,147,50,,0.000794,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_2_r1_ensembl,ensembl,noise,2,1,0,cDC1,"Dendritic cell (conventional DC, likely cDC2)",0.75,"{""cell_type"": ""Dendritic cell (conventional DC, likely cDC2)"", ""confidence"": 0.75}",end_turn,170,337,,0.00371,cDC2,0.5,0.0,0.0
claude-sonnet-5,hao_ccDC1_noise_2_r0_ensembl,ensembl,noise,2,0,0,cDC1,"Dendritic cells (conventional/myeloid DCs, based on high MHC class II genes CD74, HLA-DPA1, HLA-DPB1, HLA-DRA, and DC-associated markers WDFY4, SIRPB1)",0.6,"{""cell_type"": ""Dendritic cells (conventional/myeloid DCs, based on high MHC class II genes CD74, HLA-DPA1, HLA-DPB1, HLA-DRA, and DC-associated markers WDFY4, SIRPB1)"", ""confidence"": 0.6}",end_turn,170,557,,0.00591,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_4_r0_symbol,symbol,noise,4,0,0,cDC1,Conventional dendritic cell (cDC1),0.65,"{""cell_type"": ""Conventional dendritic cell (cDC1)"", ""confidence"": 0.65}",end_turn,147,37,,0.000664,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_4_r1_symbol,symbol,noise,4,1,0,cDC1,Dendritic cell (myeloid/conventional DC),0.6,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.6}
```",end_turn,141,45,,0.000732,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_2_r2_ensembl,ensembl,noise,2,2,0,cDC1,Conventional dendritic cells (cDC),0.7,"```json
{""cell_type"": ""Conventional dendritic cells (cDC)"", ""confidence"": 0.7}
```",end_turn,170,429,,0.00463,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_4_r2_symbol,symbol,noise,4,2,0,cDC1,"Conventional dendritic cell (cDC1, CLEC9A+)",0.85,"{""cell_type"": ""Conventional dendritic cell (cDC1, CLEC9A+)"", ""confidence"": 0.85}",end_turn,147,45,,0.000744,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_4_r0_ensembl,ensembl,noise,4,0,0,cDC1,"Dendritic cells (conventional/myeloid DC, likely cDC1 subset)",0.65,"{""cell_type"": ""Dendritic cells (conventional/myeloid DC, likely cDC1 subset)"", ""confidence"": 0.65}",end_turn,170,536,,0.0057,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_6_r0_symbol,symbol,noise,6,0,0,cDC1,"Dendritic cell (myeloid/conventional DC, HLA-DR+ antigen-presenting cell)",0.65,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.65}
```",end_turn,148,63,,0.000926,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_6_r1_symbol,symbol,noise,6,1,0,cDC1,Conventional dendritic cell type 1 (cDC1),0.85,"{""cell_type"": ""Conventional dendritic cell type 1 (cDC1)"", ""confidence"": 0.85}",end_turn,144,41,,0.000698,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_4_r2_ensembl,ensembl,noise,4,2,0,cDC1,"Dendritic cell (myeloid/conventional DC, HLA class II high)",0.6,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, HLA class II high)"", ""confidence"": 0.6}",end_turn,170,535,,0.00569,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_4_r1_ensembl,ensembl,noise,4,1,0,cDC1,Dendritic cells (myeloid/conventional DC),0.65,"```json
{""cell_type"": ""Dendritic cells (myeloid/conventional DC)"", ""confidence"": 0.65}
```

**Reasoning:** The marker set is dominated by MHC class II–associated genes (*CD74*, *HLA-DPB1*, *HLA-DQB1*), which are hallmark markers of professional antigen-presenting cells. The presence of *CPVL* (a monocyte/DC-associated hydrolase) and *MIR155HG* (upregulated in activated myeloid/dendritic cells) further supports a myeloid antigen-presenting cell identity rather than B cells or monocytes alone, which would typically show additional markers like *CD19/MS4A1* (B cells) or *CD14/FCN1* (classical monocytes). The combination points most consistently toward a dendritic cell population within PBMCs.",end_turn,170,835,,0.00869,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_6_r0_ensembl,ensembl,noise,6,0,0,cDC1,Dendritic cells (HLA-DR+ antigen-presenting cells),0.6,"{""cell_type"": ""Dendritic cells (HLA-DR+ antigen-presenting cells)"", ""confidence"": 0.6}",end_turn,170,262,,0.00296,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_noise_6_r2_symbol,symbol,noise,6,2,0,cDC1,Monocyte (or dendritic cell) - myeloid antigen-presenting cell,0.55,"```json
{""cell_type"": ""Monocyte (or dendritic cell) - myeloid antigen-presenting cell"", ""confidence"": 0.55}
```",end_turn,145,54,,0.00083,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC1_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,cDC1,Conventional dendritic cell type 1 (cDC1),0.85,"```json
{""cell_type"": ""Conventional dendritic cell type 1 (cDC1)"", ""confidence"": 0.85}
```",end_turn,148,46,,0.000756,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_6_r1_ensembl,ensembl,noise,6,1,0,cDC1,Conventional dendritic cells (cDC1),0.7,"{""cell_type"": ""Conventional dendritic cells (cDC1)"", ""confidence"": 0.7}",end_turn,170,406,,0.0044,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC1_noise_6_r2_ensembl,ensembl,noise,6,2,0,cDC1,Dendritic cells (conventional/myeloid DC),0.7,"```json
{""cell_type"": ""Dendritic cells (conventional/myeloid DC)"", ""confidence"": 0.7}
```",end_turn,170,371,,0.00405,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,cDC1,Conventional dendritic cell type 1 (cDC1),0.85,"```json
{""cell_type"": ""Conventional dendritic cell type 1 (cDC1)"", ""confidence"": 0.85}
```",end_turn,148,46,,0.000756,cDC1,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC2_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,cDC2,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,153,45,,0.000756,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,cDC1,"Dendritic cells (conventional DCs, antigen-presenting cells)",0.8,"{""cell_type"": ""Dendritic cells (conventional DCs, antigen-presenting cells)"", ""confidence"": 0.8}",end_turn,170,447,,0.00481,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC1_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,cDC1,"Dendritic cell (conventional/myeloid DC, antigen-presenting)",0.75,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC, antigen-presenting)"", ""confidence"": 0.75}",end_turn,170,414,,0.00448,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,cDC2,Myeloid dendritic cell (cDC2),0.8,"```json
{""cell_type"": ""Myeloid dendritic cell (cDC2)"", ""confidence"": 0.8}
```",end_turn,140,127,,0.00155,cDC2,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC2_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,cDC2,"Monocyte/Dendritic cell (antigen-presenting myeloid cell, marked by HLA-DR/DP/DQ, LYZ, CST3)",0.85,"{""cell_type"": ""Monocyte/Dendritic cell (antigen-presenting myeloid cell, marked by HLA-DR/DP/DQ, LYZ, CST3)"", ""confidence"": 0.85}",end_turn,170,369,,0.00403,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,cDC2,"Monocyte (classical, CD14+)",0.75,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.75}
```",end_turn,134,40,,0.000668,CD14 Mono,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,cDC2,"Conventional dendritic cell (CD1c+/DC2, myeloid dendritic cell)",0.7,"{""cell_type"": ""Conventional dendritic cell (CD1c+/DC2, myeloid dendritic cell)"", ""confidence"": 0.7}",end_turn,136,53,,0.000802,cDC2,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC2_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,cDC2,Monocyte (myeloid dendritic cell/monocyte lineage),0.55,"{""cell_type"": ""Monocyte (myeloid dendritic cell/monocyte lineage)"", ""confidence"": 0.55}",end_turn,170,360,,0.00394,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,cDC2,"Antigen-presenting cell (e.g., monocyte, dendritic cell, or B cell)",0.4,"{""cell_type"": ""Antigen-presenting cell (e.g., monocyte, dendritic cell, or B cell)"", ""confidence"": 0.4}",end_turn,88,53,,0.000706,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,cDC2,Monocyte (likely classical CD14+ monocyte),0.65,"```json
{""cell_type"": ""Monocyte (likely classical CD14+ monocyte)"", ""confidence"": 0.65}
```

**Reasoning:** The gene set includes several markers characteristic of myeloid cells, particularly monocytes:
- **CD74** (ENSG00000019582) - MHC class II invariant chain, highly expressed in antigen-presenting cells
- **HLA-DMA** (ENSG00000204257) - MHC class II molecule, key in antigen presentation, enriched in monocytes/DCs/B cells
- **SAMHD1** (ENSG00000101347) - restriction factor highly expressed in myeloid cells, especially monocytes/macrophages
- **PLBD1** (ENSG00000084207) - phospholipase B domain-containing protein, a well-known monocyte/granulocyte marker in PBMC scRNA-seq data

The combination of MHC-II associated genes with myeloid-specific markers (SAMHD1, PLBD1) points most strongly toward monocytes rather than B cells or dendritic cells, though some overlap with DCs is possible given the shared MHC-II expression profile.",end_turn,170,850,,0.00884,CD14 Mono,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,cDC2,Myeloid dendritic cells (CD1c+ conventional DCs),0.55,"{""cell_type"": ""Myeloid dendritic cells (CD1c+ conventional DCs)"", ""confidence"": 0.55}",end_turn,170,429,,0.00463,cDC2,1.0,1.0,0.0
claude-sonnet-5,hao_ccDC2_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,cDC2,Dendritic cell (myeloid/conventional DC),0.7,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.7}",end_turn,101,40,,0.000602,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,cDC2,"Dendritic cell (myeloid/conventional DC, antigen-presenting cell)",0.75,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC, antigen-presenting cell)"", ""confidence"": 0.75}
```",end_turn,119,55,,0.000788,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,cDC2,"Dendritic cell (antigen-presenting myeloid cell, HLA-DR+/CST3+)",0.75,"```json
{""cell_type"": ""Dendritic cell (antigen-presenting myeloid cell, HLA-DR+/CST3+)"", ""confidence"": 0.75}
```",end_turn,107,194,,0.002154,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,cDC2,"Dendritic cell (or other MHC-II+ antigen-presenting cell, e.g., monocyte/B cell)",0.4,"{""cell_type"": ""Dendritic cell (or other MHC-II+ antigen-presenting cell, e.g., monocyte/B cell)"", ""confidence"": 0.4}",end_turn,89,413,,0.004308,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,cDC2,"Dendritic cell (myeloid/conventional DC, HLA-DR+ antigen-presenting cell)",0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.85}",end_turn,125,181,,0.00206,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,cDC2,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,153,45,,0.000756,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_0_r0_symbol,symbol,noise,0,0,0,cDC2,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,153,45,,0.000756,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_2_r0_symbol,symbol,noise,2,0,0,cDC2,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,157,45,,0.000764,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,cDC2,"Dendritic cells (myeloid/conventional DCs, marked by high HLA class II genes and CST3)",0.7,"{""cell_type"": ""Dendritic cells (myeloid/conventional DCs, marked by high HLA class II genes and CST3)"", ""confidence"": 0.7}",end_turn,170,493,,0.00527,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_0_r0_ensembl,ensembl,noise,0,0,0,cDC2,Dendritic cells (myeloid/conventional DCs),0.85,"{""cell_type"": ""Dendritic cells (myeloid/conventional DCs)"", ""confidence"": 0.85}",end_turn,170,349,,0.00383,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_2_r1_symbol,symbol,noise,2,1,0,cDC2,Dendritic cell (conventional/myeloid DC),0.85,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}",end_turn,151,40,,0.000702,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_2_r2_symbol,symbol,noise,2,2,0,cDC2,Dendritic cell (myeloid/conventional DC),0.75,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.75}
```",end_turn,148,45,,0.000746,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_2_r0_ensembl,ensembl,noise,2,0,0,cDC2,"Dendritic cells (myeloid DCs, HLA-DR+/CST3+/LYZ+ antigen-presenting cells)",0.7,"{""cell_type"": ""Dendritic cells (myeloid DCs, HLA-DR+/CST3+/LYZ+ antigen-presenting cells)"", ""confidence"": 0.7}",end_turn,170,612,,0.00646,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_4_r0_symbol,symbol,noise,4,0,0,cDC2,Dendritic cell (myeloid/conventional dendritic cell),0.7,"{""cell_type"": ""Dendritic cell (myeloid/conventional dendritic cell)"", ""confidence"": 0.7}",end_turn,143,44,,0.000726,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_4_r1_symbol,symbol,noise,4,1,0,cDC2,Dendritic cell (myeloid/conventional DC),0.75,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.75}",end_turn,157,40,,0.000714,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_2_r1_ensembl,ensembl,noise,2,1,0,cDC2,"Dendritic cell (myeloid, HLA-DR high)",0.8,"{""cell_type"": ""Dendritic cell (myeloid, HLA-DR high)"", ""confidence"": 0.8}",end_turn,170,318,,0.00352,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_2_r2_ensembl,ensembl,noise,2,2,0,cDC2,"Monocyte (CD14+) / myeloid antigen-presenting cell, likely dendritic cell",0.7,"{""cell_type"": ""Monocyte (CD14+) / myeloid antigen-presenting cell, likely dendritic cell"", ""confidence"": 0.7}",end_turn,170,688,,0.00722,CD14 Mono,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_noise_4_r2_symbol,symbol,noise,4,2,0,cDC2,"Monocyte/Dendritic cell (myeloid, HLA-DR+ antigen-presenting cell)",0.75,"```json
{""cell_type"": ""Monocyte/Dendritic cell (myeloid, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.75}
```",end_turn,152,63,,0.000934,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_4_r0_ensembl,ensembl,noise,4,0,0,cDC2,"Monocytes (or dendritic cells) - antigen-presenting myeloid cells, based on high MHC class II (HLA-DRA, HLA-DPA1, HLA-DQB1), CST3, LYZ, and CPVL expression",0.75,"{""cell_type"": ""Monocytes (or dendritic cells) - antigen-presenting myeloid cells, based on high MHC class II (HLA-DRA, HLA-DPA1, HLA-DQB1), CST3, LYZ, and CPVL expression"", ""confidence"": 0.75}",end_turn,170,547,,0.00581,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_4_r1_ensembl,ensembl,noise,4,1,0,cDC2,"Dendritic cells (myeloid/conventional DCs, based on high HLA class II expression - HLA-DRA, HLA-DPA1, HLA-DPB1, HLA-DQB1 - and CST3)",0.75,"{""cell_type"": ""Dendritic cells (myeloid/conventional DCs, based on high HLA class II expression - HLA-DRA, HLA-DPA1, HLA-DPB1, HLA-DQB1 - and CST3)"", ""confidence"": 0.75}",end_turn,170,498,,0.00532,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_6_r0_symbol,symbol,noise,6,0,0,cDC2,"Monocyte/Dendritic cell (myeloid, HLA-DR+ antigen-presenting cell)",0.7,"```json
{""cell_type"": ""Monocyte/Dendritic cell (myeloid, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.7}
```",end_turn,150,63,,0.00093,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_6_r1_symbol,symbol,noise,6,1,0,cDC2,Dendritic cell (myeloid/conventional DC),0.6,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.6}",end_turn,144,40,,0.000688,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_4_r2_ensembl,ensembl,noise,4,2,0,cDC2,"Monocytes (likely CD14+ classical monocytes or myeloid dendritic cells) - marked by high MHC class II genes (HLA-DPB1, HLA-DQB1, HLA-DRB1), LYZ, and CST3",0.75,"{""cell_type"": ""Monocytes (likely CD14+ classical monocytes or myeloid dendritic cells) - marked by high MHC class II genes (HLA-DPB1, HLA-DQB1, HLA-DRB1), LYZ, and CST3"", ""confidence"": 0.75}",end_turn,170,446,,0.0048,CD14 Mono,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_noise_6_r2_symbol,symbol,noise,6,2,0,cDC2,"Monocyte (myeloid dendritic cell/classical monocyte, HLA-DR+ LYZ+)",0.7,"```json
{""cell_type"": ""Monocyte (myeloid dendritic cell/classical monocyte, HLA-DR+ LYZ+)"", ""confidence"": 0.7}
```",end_turn,156,64,,0.000952,Monocyte (subtype unclear),0.0,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_6_r1_ensembl,ensembl,noise,6,1,0,cDC2,Dendritic cells (myeloid/conventional DCs),0.7,"{""cell_type"": ""Dendritic cells (myeloid/conventional DCs)"", ""confidence"": 0.7}",end_turn,170,349,,0.00383,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_6_r0_ensembl,ensembl,noise,6,0,0,cDC2,Dendritic cell (myeloid DC),0.7,"```json
{""cell_type"": ""Dendritic cell (myeloid DC)"", ""confidence"": 0.7}
```",end_turn,170,682,,0.00716,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,cDC2,Dendritic cell (conventional/myeloid DC),0.8,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.8}
```",end_turn,153,45,,0.000756,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_ccDC2_noise_6_r2_ensembl,ensembl,noise,6,2,0,cDC2,"Monocyte (CD14+ myeloid, antigen-presenting cell) - HLA-DR/LYZ high",0.8,"{""cell_type"": ""Monocyte (CD14+ myeloid, antigen-presenting cell) - HLA-DR/LYZ high"", ""confidence"": 0.8}",end_turn,170,239,,0.00273,CD14 Mono,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,cDC2,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,153,45,,0.000756,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_cdnT_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,dnT,CD8+ memory T cell (GZMK+ effector/central memory T cell),0.75,"```json
{""cell_type"": ""CD8+ memory T cell (GZMK+ effector/central memory T cell)"", ""confidence"": 0.75}
```",end_turn,130,53,,0.00079,CD8 TCM,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,cDC2,Myeloid dendritic cells (conventional DCs),0.75,"{""cell_type"": ""Myeloid dendritic cells (conventional DCs)"", ""confidence"": 0.75}",end_turn,170,441,,0.00475,Dendritic cell (subtype unclear),0.5,0.0,1.0
claude-sonnet-5,hao_cdnT_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,dnT,"Naive T cell (CD4+ T cell, likely naive/resting subset)",0.75,"```json
{""cell_type"": ""Naive T cell (CD4+ T cell, likely naive/resting subset)"", ""confidence"": 0.75}
```",end_turn,138,52,,0.000796,CD4 Naive,0.0,0.0,0.0
claude-sonnet-5,hao_ccDC2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,cDC2,"Monocyte (myeloid antigen-presenting cell, likely CD14+ monocyte or dendritic cell)",0.75,"```json
{""cell_type"": ""Monocyte (myeloid antigen-presenting cell, likely CD14+ monocyte or dendritic cell)"", ""confidence"": 0.75}
```",end_turn,170,779,,0.00813,CD14 Mono,0.0,0.0,0.0
claude-sonnet-5,hao_cdnT_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,dnT,CD8+ memory T cell (GZMK+ CD27+ TCF7+ T lymphocyte),0.8,"{""cell_type"": ""CD8+ memory T cell (GZMK+ CD27+ TCF7+ T lymphocyte)"", ""confidence"": 0.8}",end_turn,170,491,,0.00525,CD8 TCM,0.0,0.0,0.0
